ChartDate,ArtistName,Position,LastPosition,PositionChange,WeeksOnChart,DailyMentions,TrackingWeekDailyMentions,DailyMentionsDiff,DailyMentionsMult,AvgFollowers,MaxFollowers,DailyFollowers,TrackingWeekDailyFollowers,DailyFollowersDiff,DailyFollowersMult
2018-09-01T00:00:00.000000000,PRhyme,101,101,0,0,4.125,4.0,-0.125,0.9696969696969697,6372.6,6419,6.6,2.0,-4.6,0.30303030303030304
2018-09-08T00:00:00.000000000,PRhyme,101,101,0,0,3.2142857142857144,2.0,-1.2142857142857144,0.6222222222222222,6364.294117647059,6419,4.0,0.5714285714285714,-3.428571428571429,0.14285714285714285
2018-09-15T00:00:00.000000000,PRhyme,101,101,0,0,7.5,17.5,10.0,2.3333333333333335,6360.208333333333,6419,2.9583333333333335,0.8571428571428571,-2.1011904761904763,0.28973843058350096
2018-09-22T00:00:00.000000000,PRhyme,101,101,0,0,10.32,21.6,11.280000000000001,2.0930232558139537,6363.107142857143,6419,2.5357142857142856,1.5,-1.0357142857142856,0.5915492957746479
2018-09-29T00:00:00.000000000,PRhyme,101,101,0,0,8.6875,2.857142857142857,-5.830357142857142,0.328879753340185,6367.714285714285,6419,2.0285714285714285,1.2857142857142858,-0.7428571428571427,0.6338028169014085
2018-10-06T00:00:00.000000000,PRhyme,101,101,0,0,7.702702702702703,1.4,-6.302702702702703,0.18175438596491228,6370.285714285715,6419,1.6904761904761905,1.0,-0.6904761904761905,0.5915492957746479
2018-10-13T00:00:00.000000000,PRhyme,101,101,0,0,7.0476190476190474,2.2,-4.847619047619047,0.3121621621621622,6372.081632653061,6419,1.4489795918367347,0.8571428571428571,-0.5918367346938777,0.5915492957746479
2018-10-20T00:00:00.000000000,PRhyme,101,101,0,0,6.625,3.6666666666666665,-2.9583333333333335,0.5534591194968553,6373.892857142857,6419,1.2678571428571428,0.7142857142857143,-0.5535714285714285,0.5633802816901409
2018-10-27T00:00:00.000000000,PRhyme,101,101,0,0,6.226415094339623,2.4,-3.8264150943396227,0.38545454545454544,6376.047619047619,6419,1.126984126984127,1.7142857142857142,0.5873015873015872,1.5211267605633803
2018-11-03T00:00:00.000000000,PRhyme,101,101,0,0,5.912280701754386,1.75,-4.162280701754386,0.2959940652818991,6377.814285714286,6419,1.0142857142857142,1.5714285714285714,0.5571428571428572,1.5492957746478875
