Name,NbsId,MetricDate,Followers
SEVENTEEN,1296814,10/4/2018 0:00,3618147
SEVENTEEN,1296814,10/5/2018 0:00,3621181
SEVENTEEN,1296814,10/6/2018 0:00,3624666
SEVENTEEN,1296814,10/7/2018 0:00,3627028
SEVENTEEN,1296814,10/8/2018 0:00,3630831
SEVENTEEN,1296814,10/9/2018 0:00,3632898
SEVENTEEN,1296814,10/10/2018 0:00,3634590
SEVENTEEN,1296814,10/11/2018 0:00,3634649
SEVENTEEN,1296814,10/12/2018 0:00,3640558
SEVENTEEN,1296814,10/13/2018 0:00,3642710
SEVENTEEN,1296814,10/14/2018 0:00,3639278
SEVENTEEN,1296814,10/15/2018 0:00,3641247
SEVENTEEN,1296814,10/16/2018 0:00,3642798
SEVENTEEN,1296814,10/17/2018 0:00,3644393
SEVENTEEN,1296814,10/18/2018 0:00,3645599
SEVENTEEN,1296814,10/19/2018 0:00,3646803
SEVENTEEN,1296814,10/20/2018 0:00,3648062
SEVENTEEN,1296814,10/21/2018 0:00,3649519
SEVENTEEN,1296814,10/22/2018 0:00,3651133
SEVENTEEN,1296814,10/23/2018 0:00,3652712
SEVENTEEN,1296814,10/24/2018 0:00,3653617
SEVENTEEN,1296814,10/25/2018 0:00,3655749
SEVENTEEN,1296814,10/26/2018 0:00,3657139
SEVENTEEN,1296814,10/27/2018 0:00,3658679
SEVENTEEN,1296814,10/28/2018 0:00,3660280
SEVENTEEN,1296814,10/29/2018 0:00,3661964
SEVENTEEN,1296814,10/30/2018 0:00,3663396
SEVENTEEN,1296814,10/31/2018 0:00,3664448
SEVENTEEN,1296814,11/1/2018 0:00,3666607
SEVENTEEN,1296814,11/2/2018 0:00,3668747
SEVENTEEN,1296814,11/3/2018 0:00,3670699
SEVENTEEN,1296814,11/4/2018 0:00,3670043
SEVENTEEN,1296814,11/5/2018 0:00,3666387
SEVENTEEN,1296814,11/6/2018 0:00,3667873
SEVENTEEN,1296814,11/7/2018 0:00,3665443
SEVENTEEN,1296814,11/8/2018 0:00,3662785
SEVENTEEN,1296814,11/9/2018 0:00,3662178
OneRepublic,63,8/14/2018 0:00,3590096
OneRepublic,63,8/15/2018 0:00,3589501
OneRepublic,63,8/16/2018 0:00,3589109
OneRepublic,63,8/17/2018 0:00,3588733
OneRepublic,63,8/18/2018 0:00,3588395
OneRepublic,63,8/19/2018 0:00,3588027
OneRepublic,63,8/20/2018 0:00,3587599
OneRepublic,63,8/21/2018 0:00,3587265
OneRepublic,63,8/22/2018 0:00,3586855
OneRepublic,63,8/23/2018 0:00,3586418
OneRepublic,63,8/24/2018 0:00,3585889
OneRepublic,63,8/25/2018 0:00,3585580
OneRepublic,63,8/26/2018 0:00,3585372
OneRepublic,63,8/27/2018 0:00,3584791
OneRepublic,63,8/28/2018 0:00,3584451
OneRepublic,63,8/29/2018 0:00,3584071
OneRepublic,63,8/30/2018 0:00,3583834
OneRepublic,63,8/31/2018 0:00,3583519
OneRepublic,63,9/1/2018 0:00,3583169
OneRepublic,63,9/2/2018 0:00,3582828
OneRepublic,63,9/3/2018 0:00,3582480
OneRepublic,63,9/4/2018 0:00,3582199
OneRepublic,63,9/5/2018 0:00,3581986
OneRepublic,63,9/6/2018 0:00,3581651
OneRepublic,63,9/9/2018 0:00,3579242
OneRepublic,63,9/10/2018 0:00,3578857
OneRepublic,63,9/11/2018 0:00,3578637
OneRepublic,63,9/12/2018 0:00,3578378
OneRepublic,63,9/13/2018 0:00,3578016
OneRepublic,63,9/14/2018 0:00,3577722
OneRepublic,63,9/15/2018 0:00,3577402
OneRepublic,63,9/16/2018 0:00,3577107
OneRepublic,63,9/17/2018 0:00,3576957
OneRepublic,63,9/18/2018 0:00,3576329
OneRepublic,63,9/19/2018 0:00,3575952
OneRepublic,63,9/20/2018 0:00,3575579
OneRepublic,63,9/21/2018 0:00,3575221
OneRepublic,63,9/22/2018 0:00,3574993
OneRepublic,63,9/23/2018 0:00,3574691
OneRepublic,63,9/24/2018 0:00,3574349
OneRepublic,63,9/25/2018 0:00,3574047
OneRepublic,63,9/26/2018 0:00,3573805
OneRepublic,63,9/27/2018 0:00,3573376
OneRepublic,63,9/28/2018 0:00,3573037
OneRepublic,63,9/29/2018 0:00,3572770
OneRepublic,63,9/30/2018 0:00,3572222
OneRepublic,63,10/1/2018 0:00,3571809
OneRepublic,63,10/2/2018 0:00,3571563
OneRepublic,63,10/3/2018 0:00,3571359
OneRepublic,63,10/4/2018 0:00,3572720
OneRepublic,63,10/5/2018 0:00,3576292
OneRepublic,63,10/6/2018 0:00,3577641
OneRepublic,63,10/7/2018 0:00,3576652
OneRepublic,63,10/8/2018 0:00,3578195
OneRepublic,63,10/9/2018 0:00,3578227
OneRepublic,63,10/10/2018 0:00,3579306
OneRepublic,63,10/11/2018 0:00,3582189
OneRepublic,63,10/12/2018 0:00,3590784
OneRepublic,63,10/13/2018 0:00,3591145
OneRepublic,63,10/14/2018 0:00,3586279
OneRepublic,63,10/15/2018 0:00,3585839
OneRepublic,63,10/16/2018 0:00,3585538
OneRepublic,63,10/17/2018 0:00,3585103
OneRepublic,63,10/18/2018 0:00,3584326
OneRepublic,63,10/19/2018 0:00,3584072
OneRepublic,63,10/20/2018 0:00,3583822
OneRepublic,63,10/21/2018 0:00,3583547
OneRepublic,63,10/22/2018 0:00,3583217
OneRepublic,63,10/23/2018 0:00,3582765
OneRepublic,63,10/24/2018 0:00,3582243
OneRepublic,63,10/25/2018 0:00,3581725
OneRepublic,63,10/26/2018 0:00,3581287
OneRepublic,63,10/27/2018 0:00,3581510
OneRepublic,63,10/28/2018 0:00,3581242
OneRepublic,63,10/29/2018 0:00,3580896
OneRepublic,63,10/30/2018 0:00,3580547
OneRepublic,63,10/31/2018 0:00,3580323
OneRepublic,63,11/1/2018 0:00,3579875
OneRepublic,63,11/2/2018 0:00,3579659
OneRepublic,63,11/3/2018 0:00,3579386
OneRepublic,63,11/4/2018 0:00,3577723
OneRepublic,63,11/5/2018 0:00,3573729
OneRepublic,63,11/6/2018 0:00,3573050
OneRepublic,63,11/7/2018 0:00,3569973
OneRepublic,63,11/8/2018 0:00,3568723
OneRepublic,63,11/9/2018 0:00,3549393
Katy Perry,652,8/14/2018 0:00,106824747
Katy Perry,652,8/15/2018 0:00,106826476
Katy Perry,652,8/16/2018 0:00,106828695
Katy Perry,652,8/17/2018 0:00,106833778
Katy Perry,652,8/18/2018 0:00,106838954
Katy Perry,652,8/19/2018 0:00,106843317
Katy Perry,652,8/20/2018 0:00,106846323
Katy Perry,652,8/21/2018 0:00,106849980
Katy Perry,652,8/22/2018 0:00,106851494
Katy Perry,652,8/23/2018 0:00,106837052
Katy Perry,652,8/24/2018 0:00,106832220
Katy Perry,652,8/25/2018 0:00,106836989
Katy Perry,652,8/26/2018 0:00,106842385
Katy Perry,652,8/27/2018 0:00,106847424
Katy Perry,652,8/28/2018 0:00,106852065
Katy Perry,652,8/29/2018 0:00,106853354
Katy Perry,652,8/30/2018 0:00,106858392
Katy Perry,652,8/31/2018 0:00,106864050
Katy Perry,652,9/1/2018 0:00,106867609
Katy Perry,652,9/2/2018 0:00,106873390
Katy Perry,652,9/3/2018 0:00,106878922
Katy Perry,652,9/4/2018 0:00,106884253
Katy Perry,652,9/5/2018 0:00,106888767
Katy Perry,652,9/6/2018 0:00,106894656
Katy Perry,652,9/7/2018 0:00,106877203
Katy Perry,652,9/8/2018 0:00,106885458
Katy Perry,652,9/9/2018 0:00,106892987
Katy Perry,652,9/11/2018 0:00,106907341
Katy Perry,652,9/12/2018 0:00,106913268
Katy Perry,652,9/13/2018 0:00,106919477
Katy Perry,652,9/14/2018 0:00,106925632
Katy Perry,652,9/15/2018 0:00,106933366
Katy Perry,652,9/16/2018 0:00,106941080
Katy Perry,652,9/17/2018 0:00,106948223
Katy Perry,652,9/18/2018 0:00,106951328
Katy Perry,652,9/19/2018 0:00,106956317
Katy Perry,652,9/20/2018 0:00,106960445
Katy Perry,652,9/21/2018 0:00,106962928
Katy Perry,652,9/22/2018 0:00,106966329
Katy Perry,652,9/23/2018 0:00,106969241
Katy Perry,652,9/24/2018 0:00,106971979
Katy Perry,652,9/25/2018 0:00,106974202
Katy Perry,652,9/26/2018 0:00,106976674
Katy Perry,652,9/27/2018 0:00,106978085
Katy Perry,652,9/28/2018 0:00,106979724
Katy Perry,652,9/29/2018 0:00,106921293
Katy Perry,652,9/30/2018 0:00,106922115
Katy Perry,652,10/1/2018 0:00,106924960
Katy Perry,652,10/2/2018 0:00,106927918
Katy Perry,652,10/3/2018 0:00,106941727
Katy Perry,652,10/4/2018 0:00,107018847
Katy Perry,652,10/5/2018 0:00,107182595
Katy Perry,652,10/6/2018 0:00,107225020
Katy Perry,652,10/7/2018 0:00,107228743
Katy Perry,652,10/8/2018 0:00,107244484
Katy Perry,652,10/9/2018 0:00,107251628
Katy Perry,652,10/10/2018 0:00,107309956
Katy Perry,652,10/11/2018 0:00,107553485
Katy Perry,652,10/12/2018 0:00,107817895
Katy Perry,652,10/13/2018 0:00,107836845
Katy Perry,652,10/14/2018 0:00,107804170
Katy Perry,652,10/15/2018 0:00,107807138
Katy Perry,652,10/16/2018 0:00,107809817
Katy Perry,652,10/17/2018 0:00,107801624
Katy Perry,652,10/18/2018 0:00,107797357
Katy Perry,652,10/19/2018 0:00,107799919
Katy Perry,652,10/20/2018 0:00,107803731
Katy Perry,652,10/21/2018 0:00,107807359
Katy Perry,652,10/22/2018 0:00,107810185
Katy Perry,652,10/23/2018 0:00,107809865
Katy Perry,652,10/24/2018 0:00,107803607
Katy Perry,652,10/25/2018 0:00,107797696
Katy Perry,652,10/26/2018 0:00,107793476
Katy Perry,652,10/27/2018 0:00,107815591
Katy Perry,652,10/28/2018 0:00,107819094
Katy Perry,652,10/29/2018 0:00,107822992
Katy Perry,652,10/30/2018 0:00,107825475
Katy Perry,652,10/31/2018 0:00,107830592
Katy Perry,652,11/1/2018 0:00,107833995
Katy Perry,652,11/2/2018 0:00,107837941
Katy Perry,652,11/3/2018 0:00,107842376
Katy Perry,652,11/4/2018 0:00,107826596
Katy Perry,652,11/5/2018 0:00,107776137
Katy Perry,652,11/6/2018 0:00,107773949
Katy Perry,652,11/7/2018 0:00,107748700
Katy Perry,652,11/8/2018 0:00,107726035
Katy Perry,652,11/9/2018 0:00,106864797
Nine Inch Nails,339,8/14/2018 0:00,390015
Nine Inch Nails,339,8/15/2018 0:00,390031
Nine Inch Nails,339,8/16/2018 0:00,390038
Nine Inch Nails,339,8/17/2018 0:00,390056
Nine Inch Nails,339,8/18/2018 0:00,390105
Nine Inch Nails,339,8/19/2018 0:00,390155
Nine Inch Nails,339,8/20/2018 0:00,390196
Nine Inch Nails,339,8/21/2018 0:00,390269
Nine Inch Nails,339,8/22/2018 0:00,390328
Nine Inch Nails,339,8/23/2018 0:00,390387
Nine Inch Nails,339,8/24/2018 0:00,390427
Nine Inch Nails,339,8/25/2018 0:00,390458
Nine Inch Nails,339,8/26/2018 0:00,390513
Nine Inch Nails,339,8/27/2018 0:00,390575
Nine Inch Nails,339,8/28/2018 0:00,390624
Nine Inch Nails,339,8/29/2018 0:00,390656
Nine Inch Nails,339,8/30/2018 0:00,390690
Nine Inch Nails,339,8/31/2018 0:00,390704
Nine Inch Nails,339,9/1/2018 0:00,390737
Nine Inch Nails,339,9/2/2018 0:00,390779
Nine Inch Nails,339,9/3/2018 0:00,390787
Nine Inch Nails,339,9/4/2018 0:00,390807
Nine Inch Nails,339,9/5/2018 0:00,390853
Nine Inch Nails,339,9/6/2018 0:00,390904
Nine Inch Nails,339,9/7/2018 0:00,390947
Nine Inch Nails,339,9/9/2018 0:00,391017
Nine Inch Nails,339,9/10/2018 0:00,391046
Nine Inch Nails,339,9/11/2018 0:00,391102
Nine Inch Nails,339,9/12/2018 0:00,391154
Nine Inch Nails,339,9/13/2018 0:00,391188
Nine Inch Nails,339,9/14/2018 0:00,391363
Nine Inch Nails,339,9/15/2018 0:00,391492
Nine Inch Nails,339,9/16/2018 0:00,391534
Nine Inch Nails,339,9/17/2018 0:00,391582
Nine Inch Nails,339,9/18/2018 0:00,391649
Nine Inch Nails,339,9/19/2018 0:00,391703
Nine Inch Nails,339,9/20/2018 0:00,391783
Nine Inch Nails,339,9/21/2018 0:00,391855
Nine Inch Nails,339,9/22/2018 0:00,391910
Nine Inch Nails,339,9/23/2018 0:00,391971
Nine Inch Nails,339,9/24/2018 0:00,391991
Nine Inch Nails,339,9/25/2018 0:00,392041
Nine Inch Nails,339,9/26/2018 0:00,392113
Nine Inch Nails,339,9/27/2018 0:00,392157
Nine Inch Nails,339,9/28/2018 0:00,392187
Nine Inch Nails,339,9/29/2018 0:00,392194
Nine Inch Nails,339,9/30/2018 0:00,392242
Nine Inch Nails,339,10/1/2018 0:00,392265
Nine Inch Nails,339,10/2/2018 0:00,392300
Nine Inch Nails,339,10/3/2018 0:00,392504
Nine Inch Nails,339,10/4/2018 0:00,392752
Nine Inch Nails,339,10/5/2018 0:00,393105
Nine Inch Nails,339,10/6/2018 0:00,393144
Nine Inch Nails,339,10/7/2018 0:00,393123
Nine Inch Nails,339,10/8/2018 0:00,393161
Nine Inch Nails,339,10/9/2018 0:00,393372
Nine Inch Nails,339,10/10/2018 0:00,393900
Nine Inch Nails,339,10/11/2018 0:00,394702
Nine Inch Nails,339,10/12/2018 0:00,395271
Nine Inch Nails,339,10/13/2018 0:00,395327
Nine Inch Nails,339,10/14/2018 0:00,395258
Nine Inch Nails,339,10/15/2018 0:00,395285
Nine Inch Nails,339,10/16/2018 0:00,395314
Nine Inch Nails,339,10/17/2018 0:00,395352
Nine Inch Nails,339,10/18/2018 0:00,395358
Nine Inch Nails,339,10/19/2018 0:00,395422
Nine Inch Nails,339,10/20/2018 0:00,395463
Nine Inch Nails,339,10/21/2018 0:00,395506
Nine Inch Nails,339,10/22/2018 0:00,395514
Nine Inch Nails,339,10/23/2018 0:00,395625
Nine Inch Nails,339,10/24/2018 0:00,395698
Nine Inch Nails,339,10/25/2018 0:00,395778
Nine Inch Nails,339,10/26/2018 0:00,395845
Nine Inch Nails,339,10/27/2018 0:00,395911
Nine Inch Nails,339,10/28/2018 0:00,395935
Nine Inch Nails,339,10/29/2018 0:00,395966
Nine Inch Nails,339,10/30/2018 0:00,395974
Nine Inch Nails,339,10/31/2018 0:00,396010
Nine Inch Nails,339,11/1/2018 0:00,396022
Nine Inch Nails,339,11/2/2018 0:00,396039
Nine Inch Nails,339,11/3/2018 0:00,396051
Nine Inch Nails,339,11/4/2018 0:00,396049
Nine Inch Nails,339,11/5/2018 0:00,396019
Nine Inch Nails,339,11/6/2018 0:00,396032
Nine Inch Nails,339,11/7/2018 0:00,396015
Nine Inch Nails,339,11/8/2018 0:00,396018
Nine Inch Nails,339,11/9/2018 0:00,393359
Teyana Taylor,5269,8/14/2018 0:00,1165745
Teyana Taylor,5269,8/15/2018 0:00,1166001
Teyana Taylor,5269,8/16/2018 0:00,1169831
Teyana Taylor,5269,8/17/2018 0:00,1171886
Teyana Taylor,5269,8/18/2018 0:00,1172422
Teyana Taylor,5269,8/19/2018 0:00,1172671
Teyana Taylor,5269,8/20/2018 0:00,1172829
Teyana Taylor,5269,8/21/2018 0:00,1173133
Teyana Taylor,5269,8/22/2018 0:00,1173370
Teyana Taylor,5269,8/23/2018 0:00,1173480
Teyana Taylor,5269,8/24/2018 0:00,1173586
Teyana Taylor,5269,8/25/2018 0:00,1173660
Teyana Taylor,5269,8/26/2018 0:00,1173688
Teyana Taylor,5269,8/27/2018 0:00,1173797
Teyana Taylor,5269,8/28/2018 0:00,1173956
Teyana Taylor,5269,8/29/2018 0:00,1174051
Teyana Taylor,5269,8/30/2018 0:00,1174158
Teyana Taylor,5269,8/31/2018 0:00,1174236
Teyana Taylor,5269,9/1/2018 0:00,1174408
Teyana Taylor,5269,9/2/2018 0:00,1174565
Teyana Taylor,5269,9/3/2018 0:00,1174586
Teyana Taylor,5269,9/4/2018 0:00,1174630
Teyana Taylor,5269,9/5/2018 0:00,1174642
Teyana Taylor,5269,9/6/2018 0:00,1174738
Teyana Taylor,5269,9/11/2018 0:00,1175189
Teyana Taylor,5269,9/12/2018 0:00,1175210
Teyana Taylor,5269,9/13/2018 0:00,1175265
Teyana Taylor,5269,9/14/2018 0:00,1175341
Teyana Taylor,5269,9/15/2018 0:00,1175398
Teyana Taylor,5269,9/16/2018 0:00,1175518
Teyana Taylor,5269,9/17/2018 0:00,1175604
Teyana Taylor,5269,9/18/2018 0:00,1175681
Teyana Taylor,5269,9/19/2018 0:00,1175735
Teyana Taylor,5269,9/20/2018 0:00,1175840
Teyana Taylor,5269,9/21/2018 0:00,1175858
Teyana Taylor,5269,9/22/2018 0:00,1175990
Teyana Taylor,5269,9/23/2018 0:00,1176018
Teyana Taylor,5269,9/24/2018 0:00,1176079
Teyana Taylor,5269,9/25/2018 0:00,1176226
Teyana Taylor,5269,9/26/2018 0:00,1176950
Teyana Taylor,5269,9/27/2018 0:00,1177154
Teyana Taylor,5269,9/28/2018 0:00,1177251
Teyana Taylor,5269,9/29/2018 0:00,1177266
Teyana Taylor,5269,9/30/2018 0:00,1177624
Teyana Taylor,5269,10/1/2018 0:00,1177940
Teyana Taylor,5269,10/2/2018 0:00,1178068
Teyana Taylor,5269,10/3/2018 0:00,1179084
Teyana Taylor,5269,10/4/2018 0:00,1181659
Teyana Taylor,5269,10/5/2018 0:00,1183377
Teyana Taylor,5269,10/6/2018 0:00,1183483
Teyana Taylor,5269,10/7/2018 0:00,1183374
Teyana Taylor,5269,10/8/2018 0:00,1183417
Teyana Taylor,5269,10/9/2018 0:00,1184322
Teyana Taylor,5269,10/10/2018 0:00,1187730
Teyana Taylor,5269,10/11/2018 0:00,1194492
Teyana Taylor,5269,10/12/2018 0:00,1196544
Teyana Taylor,5269,10/13/2018 0:00,1196634
Teyana Taylor,5269,10/14/2018 0:00,1196061
Teyana Taylor,5269,10/15/2018 0:00,1196134
Teyana Taylor,5269,10/16/2018 0:00,1196184
Teyana Taylor,5269,10/17/2018 0:00,1196226
Teyana Taylor,5269,10/18/2018 0:00,1196299
Teyana Taylor,5269,10/19/2018 0:00,1196387
Teyana Taylor,5269,10/20/2018 0:00,1196492
Teyana Taylor,5269,10/21/2018 0:00,1196547
Teyana Taylor,5269,10/22/2018 0:00,1196722
Teyana Taylor,5269,10/23/2018 0:00,1196848
Teyana Taylor,5269,10/24/2018 0:00,1196914
Teyana Taylor,5269,10/25/2018 0:00,1196987
Teyana Taylor,5269,10/26/2018 0:00,1197040
Teyana Taylor,5269,10/27/2018 0:00,1197145
Teyana Taylor,5269,10/28/2018 0:00,1197231
Teyana Taylor,5269,10/29/2018 0:00,1197514
Teyana Taylor,5269,10/30/2018 0:00,1197592
Teyana Taylor,5269,10/31/2018 0:00,1197640
Teyana Taylor,5269,11/1/2018 0:00,1197700
Teyana Taylor,5269,11/2/2018 0:00,1197859
Teyana Taylor,5269,11/3/2018 0:00,1197901
Teyana Taylor,5269,11/4/2018 0:00,1197892
Teyana Taylor,5269,11/5/2018 0:00,1197872
Teyana Taylor,5269,11/6/2018 0:00,1197877
Teyana Taylor,5269,11/7/2018 0:00,1197862
Teyana Taylor,5269,11/8/2018 0:00,1197856
Teyana Taylor,5269,11/9/2018 0:00,1197858
Dawes,287786,8/14/2018 0:00,50869
Dawes,287786,8/15/2018 0:00,50878
Dawes,287786,8/16/2018 0:00,50897
Dawes,287786,8/17/2018 0:00,50911
Dawes,287786,8/18/2018 0:00,50916
Dawes,287786,8/19/2018 0:00,50922
Dawes,287786,8/20/2018 0:00,50921
Dawes,287786,8/21/2018 0:00,50928
Dawes,287786,8/22/2018 0:00,50932
Dawes,287786,8/23/2018 0:00,50946
Dawes,287786,8/24/2018 0:00,50962
Dawes,287786,8/25/2018 0:00,50981
Dawes,287786,8/26/2018 0:00,50990
Dawes,287786,8/27/2018 0:00,50986
Dawes,287786,8/28/2018 0:00,50986
Dawes,287786,8/29/2018 0:00,50985
Dawes,287786,8/30/2018 0:00,50991
Dawes,287786,8/31/2018 0:00,51003
Dawes,287786,9/1/2018 0:00,51016
Dawes,287786,9/2/2018 0:00,51045
Dawes,287786,9/3/2018 0:00,51048
Dawes,287786,9/4/2018 0:00,51056
Dawes,287786,9/5/2018 0:00,51061
Dawes,287786,9/6/2018 0:00,51073
Dawes,287786,9/8/2018 0:00,51096
Dawes,287786,9/10/2018 0:00,51105
Dawes,287786,9/11/2018 0:00,51113
Dawes,287786,9/12/2018 0:00,51113
Dawes,287786,9/13/2018 0:00,51127
Dawes,287786,9/14/2018 0:00,51139
Dawes,287786,9/15/2018 0:00,51145
Dawes,287786,9/16/2018 0:00,51157
Dawes,287786,9/17/2018 0:00,51167
Dawes,287786,9/18/2018 0:00,51179
Dawes,287786,9/19/2018 0:00,51188
Dawes,287786,9/20/2018 0:00,51195
Dawes,287786,9/21/2018 0:00,51203
Dawes,287786,9/22/2018 0:00,51211
Dawes,287786,9/23/2018 0:00,51211
Dawes,287786,9/24/2018 0:00,51235
Dawes,287786,9/25/2018 0:00,51245
Dawes,287786,9/26/2018 0:00,51260
Dawes,287786,9/27/2018 0:00,51274
Dawes,287786,9/28/2018 0:00,51261
Dawes,287786,9/29/2018 0:00,51264
Dawes,287786,9/30/2018 0:00,51264
Dawes,287786,10/1/2018 0:00,51272
Dawes,287786,10/2/2018 0:00,51272
Dawes,287786,10/3/2018 0:00,51296
Dawes,287786,10/4/2018 0:00,51329
Dawes,287786,10/5/2018 0:00,51352
Dawes,287786,10/6/2018 0:00,51365
Dawes,287786,10/7/2018 0:00,51359
Dawes,287786,10/8/2018 0:00,51358
Dawes,287786,10/9/2018 0:00,51353
Dawes,287786,10/10/2018 0:00,51415
Dawes,287786,10/11/2018 0:00,51545
Dawes,287786,10/12/2018 0:00,51600
Dawes,287786,10/13/2018 0:00,51604
Dawes,287786,10/14/2018 0:00,51605
Dawes,287786,10/15/2018 0:00,51605
Dawes,287786,10/16/2018 0:00,51605
Dawes,287786,10/17/2018 0:00,51608
Dawes,287786,10/18/2018 0:00,51599
Dawes,287786,10/19/2018 0:00,51609
Dawes,287786,10/20/2018 0:00,51613
Dawes,287786,10/21/2018 0:00,51611
Dawes,287786,10/22/2018 0:00,51621
Dawes,287786,10/23/2018 0:00,51622
Dawes,287786,10/24/2018 0:00,51638
Dawes,287786,10/25/2018 0:00,51643
Dawes,287786,10/26/2018 0:00,51653
Dawes,287786,10/27/2018 0:00,51665
Dawes,287786,10/28/2018 0:00,51659
Dawes,287786,10/29/2018 0:00,51652
Dawes,287786,10/30/2018 0:00,51653
Dawes,287786,10/31/2018 0:00,51642
Dawes,287786,11/1/2018 0:00,51659
Dawes,287786,11/2/2018 0:00,51658
Dawes,287786,11/3/2018 0:00,51663
Dawes,287786,11/4/2018 0:00,51671
Dawes,287786,11/5/2018 0:00,51676
Dawes,287786,11/6/2018 0:00,51674
Dawes,287786,11/7/2018 0:00,51680
Dawes,287786,11/8/2018 0:00,51681
Dawes,287786,11/9/2018 0:00,51684
Lil Skies,1301462,8/14/2018 0:00,421001
Lil Skies,1301462,8/15/2018 0:00,421992
Lil Skies,1301462,8/16/2018 0:00,423136
Lil Skies,1301462,8/17/2018 0:00,424286
Lil Skies,1301462,8/18/2018 0:00,425356
Lil Skies,1301462,8/19/2018 0:00,426247
Lil Skies,1301462,8/20/2018 0:00,427492
Lil Skies,1301462,8/21/2018 0:00,428807
Lil Skies,1301462,8/22/2018 0:00,429848
Lil Skies,1301462,8/23/2018 0:00,430832
Lil Skies,1301462,8/24/2018 0:00,431789
Lil Skies,1301462,8/25/2018 0:00,432482
Lil Skies,1301462,8/26/2018 0:00,433316
Lil Skies,1301462,8/27/2018 0:00,434184
Lil Skies,1301462,8/28/2018 0:00,435343
Lil Skies,1301462,8/29/2018 0:00,436397
Lil Skies,1301462,8/30/2018 0:00,437167
Lil Skies,1301462,8/31/2018 0:00,437950
Lil Skies,1301462,9/1/2018 0:00,438616
Lil Skies,1301462,9/2/2018 0:00,439480
Lil Skies,1301462,9/3/2018 0:00,440401
Lil Skies,1301462,9/4/2018 0:00,441383
Lil Skies,1301462,9/5/2018 0:00,442464
Lil Skies,1301462,9/6/2018 0:00,443492
Lil Skies,1301462,9/9/2018 0:00,447744
Lil Skies,1301462,9/11/2018 0:00,450639
Lil Skies,1301462,9/12/2018 0:00,451578
Lil Skies,1301462,9/13/2018 0:00,452494
Lil Skies,1301462,9/14/2018 0:00,453487
Lil Skies,1301462,9/15/2018 0:00,454468
Lil Skies,1301462,9/16/2018 0:00,455461
Lil Skies,1301462,9/17/2018 0:00,456630
Lil Skies,1301462,9/18/2018 0:00,457688
Lil Skies,1301462,9/19/2018 0:00,458954
Lil Skies,1301462,9/20/2018 0:00,460096
Lil Skies,1301462,9/21/2018 0:00,461020
Lil Skies,1301462,9/22/2018 0:00,461981
Lil Skies,1301462,9/23/2018 0:00,462850
Lil Skies,1301462,9/24/2018 0:00,463732
Lil Skies,1301462,9/25/2018 0:00,464589
